所属区域,小区名称,房屋价格,房屋面积,户型
整租·万科天地 3室1厅 复式 东/东南/南,大兴-义和庄-万科天地,5800 元/月,81.41㎡,/
整租·万科天地 1室1厅 LOFT 南,大兴-义和庄-万科天地,3800 元/月,42.53㎡,/
整租·阳春光华家园 2室1厅 南,海淀-万柳-阳春光华家园,14000 元/月,121.09㎡,/
整租·新起点嘉园 2室2厅 东南,海淀-万柳-新起点嘉园,14000 元/月,123.89㎡,/
整租·IDCITY艾迪城 4房间 南,顺义-后沙峪-IDCITY艾迪城,10000 元/月,85.00㎡,/
整租·首开万科台湖新城V公馆 3房间 南/北,通州-通州其它-首开万科台湖新城V公馆,4300 元/月,60.00㎡,/
整租·蜂鸟家园 1室1厅 南,精选,8260 元/月,海淀-万柳-蜂鸟家园,/
整租·东亚上北中心 2房间 南,精选,6990 元/月,昌平-回龙观-东亚上北中心,/
整租·建新北区 2室1厅 南/北,顺义-顺义城-建新北区,3100 元/月,59.00㎡,/
整租·金融街金悦府 2室1厅 东,精选,5290 元/月,大兴-黄村火车站-金融街金悦府,/
整租·枣营南里 2室1厅 南,精选,8890 元/月,朝阳-农展馆-枣营南里,/
整租·熙公馆 3房间 南,丰台-青塔-熙公馆,5600 元/月,95.00㎡,/
整租·龍祥小區 4室2厅 复式 南/北,怀柔-怀柔-龍祥小區,4500 元/月,163.80㎡,/
整租·新外大街21号院 3室1厅 南/北,海淀-小西天-新外大街21号院,12800 元/月,94.70㎡,/
整租·天露园一区 2室1厅 南,精选,7190 元/月,昌平-回龙观-天露园一区,/
整租·中环南路3号院 2室1厅 东南,精选,7990 元/月,朝阳-望京-中环南路3号院,/
整租·北京像素北区 3房间 南,朝阳-常营-北京像素北区,7100 元/月,51.00㎡,/
整租·辛店小区 2室1厅 南/北,大兴-观音寺-辛店小区,3600 元/月,75.60㎡,/
整租·伯宁花园 1室1厅 东,精选,11790 元/月,朝阳-农展馆-伯宁花园,/
整租·公园1872 4室2厅 南/北,朝阳-石佛营-公园1872,45000 元/月,279.75㎡,/
整租·方圆公寓 1室1厅 北,海淀-白石桥-方圆公寓,16000 元/月,118.00㎡,/
整租·中海城圣朝菲 4室2厅 南/北,朝阳-成寿寺-中海城圣朝菲,13000 元/月,182.00㎡,/
整租·领地OFFICE 2室1厅 东,朝阳-奥林匹克公园-领地OFFICE,12600 元/月,111.35㎡,/
整租·金泉时代 1室0厅 南,朝阳-亚运村-金泉时代,13000 元/月,85.00㎡,/
整租·惠新北里1号院 1室1厅 南,精选,6590 元/月,朝阳-惠新西街-惠新北里1号院,/
整租·南湖渠三巷6号院 3室1厅 南/北,朝阳-望京-南湖渠三巷6号院,8700 元/月,90.75㎡,/
整租·左右坊 1室0厅 西,丰台-马家堡-左右坊,4500 元/月,38.00㎡,/
整租·保利中央公园 3室2厅 南/北,朝阳-望京-保利中央公园,24000 元/月,148.00㎡,/
整租·绿地中央广场 1室1厅 LOFT 南,精选,4580 元/月,通州-北关-绿地中央广场,/
整租·日坛国际公寓 2室1厅 东南,朝阳-朝阳门外-日坛国际公寓,14500 元/月,108.85㎡,/
整租·宜品上层 1房间 南,海淀-上地-宜品上层,7000 元/月,58.00㎡,/
整租·望京花园西区 2室2厅 南,朝阳-望京-望京花园西区,8600 元/月,80.00㎡,/
整租·融泽嘉园中路1号院 2室1厅 南,精选,7360 元/月,昌平-回龙观-融泽嘉园中路1号院,/
整租·垂杨柳南里 2室1厅 南/北,朝阳-劲松-垂杨柳南里,6200 元/月,48.81㎡,/
整租·天露园一区 2室1厅 南,精选,7190 元/月,昌平-回龙观-天露园一区,/
整租·京能丨电建·洺悦湾 3室1厅 南/北,大兴-旧宫-京能丨电建·洺悦湾,6500 元/月,85.91㎡,/
整租·农光南里 2室1厅 西南,朝阳-劲松-农光南里,7100 元/月,59.72㎡,/
整租·红螺馨园 2室2厅 南/北,怀柔-怀柔-红螺馨园,2900 元/月,82.00㎡,/
整租·西辛北区 2室1厅 南/北,顺义-顺义城-西辛北区,3400 元/月,72.00㎡,/
整租·永旭嘉园 3室1厅 南,大兴-瀛海-永旭嘉园,4850 元/月,88.35㎡,/
整租·鲁艺上河村 3室2厅 南/北,海淀-世纪城-鲁艺上河村,27000 元/月,178.43㎡,/
整租·中环南路3号院 2室1厅 东南,精选,7990 元/月,朝阳-望京-中环南路3号院,/
整租·首开缇香郡 2室1厅 南/北,通州-通州其它-首开缇香郡,3000 元/月,82.00㎡,/
整租·伯宁花园 1室1厅 东,精选,11790 元/月,朝阳-农展馆-伯宁花园,/
整租·文慧园15号16公寓 1室1厅 西/北,海淀-小西天-文慧园15号16公寓,6600 元/月,52.85㎡,/
整租·林肯公园A区 3房间 南,亦庄开发区-亦庄-林肯公园A区,9000 元/月,120.00㎡,/
整租·惠新北里1号院 1室1厅 南,精选,6590 元/月,朝阳-惠新西街-惠新北里1号院,/
整租·绿地中央广场 1室1厅 LOFT 南,精选,4580 元/月,通州-北关-绿地中央广场,/
整租·北纬40度一期 2室1厅 东南,朝阳-望京-北纬40度一期,8600 元/月,85.35㎡,/
整租·紫禁壹号院北院 5室2厅 南/北,亦庄开发区-亦庄开发区其它-紫禁壹号院北院,26000 元/月,191.00㎡,/
整租·金茂北京国际社区 2室2厅 南/北,顺义-顺义其它-金茂北京国际社区,3200 元/月,71.43㎡,/
整租·建清园 2室1厅 南/北,海淀-学院路-建清园,8200 元/月,72.55㎡,/
整租·融泽嘉园中路1号院 2室1厅 南,精选,7360 元/月,昌平-回龙观-融泽嘉园中路1号院,/
整租·gogo新世代 2房间 南,丰台-方庄-gogo新世代,45000 元/月,343.00㎡,/
整租·汇新家园 2室1厅 西南,精选,12560 元/月,海淀-万柳-汇新家园,/
整租·广渠家园 2室1厅 东,精选,6660 元/月,东城-广渠门-广渠家园,/
整租·玲珑苑 2室1厅 南/北,海淀-定慧寺-玲珑苑,12500 元/月,81.00㎡,/
整租·东货场路40号院 2室1厅 南/北,丰台-北大地-东货场路40号院,5200 元/月,62.00㎡,/
整租·树村丽景苑 1室1厅 东,精选,6560 元/月,海淀-马连洼-树村丽景苑,/
整租·仁悦居7号院 2室1厅 南/北,顺义-顺义其它-仁悦居7号院,3600 元/月,89.00㎡,/
整租·景泰西里西区 1室1厅 南,东城-永定门-景泰西里西区,6200 元/月,60.00㎡,/
整租·远洋沁山水 3室1厅 南/北,石景山-鲁谷-远洋沁山水,22000 元/月,140.00㎡,/
整租·K2十里春风 2室1厅 南/北,通州-通州其它-K2十里春风,2000 元/月,77.08㎡,/
整租·丽都东方国际公寓 1室1厅 东/北,朝阳-酒仙桥-丽都东方国际公寓,8600 元/月,71.00㎡,/
整租·炫彩嘉轩 2室1厅 南/西,精选,9200 元/月,朝阳-望京-炫彩嘉轩,/
整租·宜品上层 2房间 西南,精选,7290 元/月,海淀-上地-宜品上层,/
整租·裕龙三区 3室1厅 南/北,顺义-顺义城-裕龙三区,4800 元/月,97.00㎡,/
整租·杨庄15号院 2室1厅 南/北,通州-通州北苑-杨庄15号院,4300 元/月,63.96㎡,/
整租·糖人街 2室1厅 西南,丰台-太平桥-糖人街,7500 元/月,79.93㎡,/
整租·金澳国际 1室0厅 西南,海淀-马甸-金澳国际,7300 元/月,55.00㎡,/
整租·七星园 3室1厅 南/北,石景山-鲁谷-七星园,6800 元/月,101.70㎡,/
整租·裕和嘉园 1室1厅 南,精选,6590 元/月,海淀-马连洼-裕和嘉园,/
整租·翠成馨园C区 2室1厅 南,朝阳-垡头-翠成馨园C区,6800 元/月,107.00㎡,/
整租·力源里 1室1厅 北,精选,7290 元/月,朝阳-四惠-力源里,/
整租·瑞平家园 2室1厅 南/北,精选,5800 元/月,朝阳-中央别墅区-瑞平家园,/
整租·鸿坤理想城大满贯 1室1厅 东,大兴-西红门-鸿坤理想城大满贯,4200 元/月,66.58㎡,/
整租·宏盛家园 2室1厅 南,精选,5360 元/月,大兴-西红门-宏盛家园,/
整租·世纪东方城 1室1厅 北,精选,7260 元/月,朝阳-欢乐谷-世纪东方城,/
整租·西坝河东里 2室1厅 东南,朝阳-西坝河-西坝河东里,6900 元/月,54.00㎡,/
整租·宜品上层 2房间 南,精选,7390 元/月,海淀-上地-宜品上层,/
整租·石佛营东里105号院 2室1厅 南/北,朝阳-石佛营-石佛营东里105号院,6200 元/月,58.00㎡,/
整租·万寿园 2室1厅 东/南,海淀-万寿路-万寿园,15000 元/月,128.00㎡,/
整租·博雅国际 1室0厅 北,朝阳-望京-博雅国际,6100 元/月,50.64㎡,/
整租·丰侨公寓 2室2厅 东,精选,30000 元/月,西城-金融街-丰侨公寓,/
整租·后现代城C区 1室1厅 南,朝阳-大望路-后现代城C区,9500 元/月,81.48㎡,/
整租·望京西园三区 2室1厅 东南,精选,10990 元/月,朝阳-望京-望京西园三区,/
整租·首创紫悦台 3室1厅 南/北,房山-良乡-首创紫悦台,4800 元/月,95.01㎡,/
整租·城华园 1室1厅 北,精选,7060 元/月,海淀-学院路-城华园,/
整租·将府家园 2室1厅 西南,朝阳-酒仙桥-将府家园,7700 元/月,95.00㎡,/
整租·西便门西里 2室1厅 东,精选,7730 元/月,西城-木樨地-西便门西里,/
整租·西马庄园 1室1厅 东/西,通州-通州北苑-西马庄园,3500 元/月,55.50㎡,/
整租·北纬40度一期 2室2厅 南,朝阳-望京-北纬40度一期,8500 元/月,84.67㎡,/
整租·北京新天地二期 1室1厅 北,精选,6230 元/月,朝阳-常营-北京新天地二期,/
整租·新康园 2室1厅 东/南,海淀-西三旗-新康园,6500 元/月,87.38㎡,/
整租·富顿 1室0厅 东/南,朝阳-劲松-富顿,7800 元/月,68.57㎡,/
整租·怡秀园小区 3室1厅 西北,海淀-万柳-怡秀园小区,13000 元/月,100.44㎡,/
整租·星河湾朗园 5室2厅 跃层 西南/北,朝阳-朝青-星河湾朗园,150000 元/月,745.00㎡,/
整租·复兴门北大街 2室1厅 西南,西城-月坛-复兴门北大街,9500 元/月,60.00㎡,/
整租·交大静园 2室1厅 南,精选,8360 元/月,海淀-西直门-交大静园,/
整租·财智公馆 1室1厅 东,精选,6590 元/月,海淀-紫竹桥-财智公馆,/
整租·建国门南大街 2室1厅 北,精选,9330 元/月,东城-建国门外-建国门南大街,/
整租·复地运河公馆 3室1厅 南,通州-武夷花园-复地运河公馆,10000 元/月,122.00㎡,/
整租·宏仁家园 2室1厅 南/北,通州-马驹桥-宏仁家园,4600 元/月,88.70㎡,/
整租·文晟家园 1室1厅 南,精选,7160 元/月,海淀-西三旗-文晟家园,/
整租·万科四季花城 3室1厅 南/北,顺义-顺义城-万科四季花城,8000 元/月,131.00㎡,/
整租·五月华庭 1室1厅 南,精选,6390 元/月,海淀-新街口-五月华庭,/
整租·鑫源国际 4房间 西南,丰台-成寿寺-鑫源国际,12500 元/月,164.00㎡,/
整租·郁花园二里 2室1厅 南/北,大兴-高米店-郁花园二里,5300 元/月,107.12㎡,/
整租·金台北街 1室1厅 南,精选,6630 元/月,朝阳-红庙-金台北街,/
整租·安华里社区 2室1厅 南/北,朝阳-安贞-安华里社区,8200 元/月,59.61㎡,/
整租·望京新城 1室1厅 东南,朝阳-望京-望京新城,7500 元/月,72.85㎡,/
整租·巴克摩界 1室0厅 北,通州-果园-巴克摩界,3500 元/月,52.18㎡,/
整租·金澳国际 2室1厅 东南,海淀-马甸-金澳国际,16500 元/月,113.30㎡,/
整租·贵园南里乙区 2室1厅 南,精选,5290 元/月,亦庄开发区-亦庄-贵园南里乙区,/
整租·康泽园 2室1厅 南/北,丰台-赵公口-康泽园,5300 元/月,66.85㎡,/
整租·东亚首航国际 2房间 东,精选,3790 元/月,顺义-顺义其它-东亚首航国际,/
整租·模式口南里 2室1厅 南/北,石景山-苹果园-模式口南里,4500 元/月,62.00㎡,/
整租·美立方 4房间 东北,朝阳-北苑-美立方,8100 元/月,57.00㎡,/
整租·北京像素南区 2房间 西南,精选,5190 元/月,朝阳-常营-北京像素南区,/
整租·复兴路乙59号 1室1厅 东/西,海淀-万寿路-复兴路乙59号,5500 元/月,40.00㎡,/
整租·嘉铭桐城C区 4室2厅 西北,朝阳-亚运村小营-嘉铭桐城C区,22000 元/月,149.00㎡,/
整租·顶秀金石家园 2室1厅 南/北,丰台-宋家庄-顶秀金石家园,7100 元/月,80.48㎡,/
整租·北航家属院 3室2厅 南/西北,海淀-知春路-北航家属院,13800 元/月,88.68㎡,/
整租·西三环北路23号院 2室1厅 南/北,海淀-厂洼-西三环北路23号院,8000 元/月,56.40㎡,/
整租·裕龙三区 3室1厅 南/北,顺义-顺义城-裕龙三区,4800 元/月,97.00㎡,/
整租·杨庄15号院 2室1厅 南/北,通州-通州北苑-杨庄15号院,4300 元/月,63.96㎡,/
整租·糖人街 2室1厅 西南,丰台-太平桥-糖人街,7500 元/月,79.93㎡,/
整租·金澳国际 1室0厅 西南,海淀-马甸-金澳国际,7300 元/月,55.00㎡,/
整租·七星园 3室1厅 南/北,石景山-鲁谷-七星园,6800 元/月,101.70㎡,/
整租·翠成馨园C区 2室1厅 南,朝阳-垡头-翠成馨园C区,6800 元/月,107.00㎡,/
整租·鸿坤理想城大满贯 1室1厅 东,大兴-西红门-鸿坤理想城大满贯,4200 元/月,66.58㎡,/
整租·西坝河东里 2室1厅 东南,朝阳-西坝河-西坝河东里,6900 元/月,54.00㎡,/
整租·珠江拉维小镇 1室1厅 西,精选,4160 元/月,通州-潞苑-珠江拉维小镇,/
整租·石佛营东里105号院 2室1厅 南/北,朝阳-石佛营-石佛营东里105号院,6200 元/月,58.00㎡,/
整租·万寿园 2室1厅 东/南,海淀-万寿路-万寿园,15000 元/月,128.00㎡,/
整租·博雅国际 1室0厅 北,朝阳-望京-博雅国际,6100 元/月,50.64㎡,/
整租·后现代城C区 1室1厅 南,朝阳-大望路-后现代城C区,9500 元/月,81.48㎡,/
整租·首创紫悦台 3室1厅 南/北,房山-良乡-首创紫悦台,4800 元/月,95.01㎡,/
整租·将府家园 2室1厅 西南,朝阳-酒仙桥-将府家园,7700 元/月,95.00㎡,/
整租·中海城紫鑫阁 2房间 北,精选,5960 元/月,朝阳-成寿寺-中海城紫鑫阁,/
整租·西马庄园 1室1厅 东/西,通州-通州北苑-西马庄园,3500 元/月,55.50㎡,/
整租·北纬40度一期 2室2厅 南,朝阳-望京-北纬40度一期,8500 元/月,84.67㎡,/
整租·世界侨商中心 1室1厅 北,精选,4390 元/月,通州-北关-世界侨商中心,/
整租·新康园 2室1厅 东/南,海淀-西三旗-新康园,6500 元/月,87.38㎡,/
整租·永顺南街306号 2室1厅 南/北,通州-万达-永顺南街306号,3800 元/月,65.00㎡,/
整租·11站 1室1厅 北,精选,5560 元/月,通州-梨园-11站,/
整租·西潞苑小区 2室1厅 南,精选,4190 元/月,通州-北关-西潞苑小区,/
整租·北京像素南区 2房间 北,精选,5030 元/月,朝阳-常营-北京像素南区,/
整租·金泰丽湾悦栖山 1室1厅 西,精选,3530 元/月,门头沟-大峪-金泰丽湾悦栖山,/
整租·石油大院 2室1厅 东,精选,8030 元/月,海淀-二里庄-石油大院,/
整租·北辰福第二号院 2室1厅 西,精选,7460 元/月,朝阳-常营-北辰福第二号院,/
整租·水碓子西里 2室1厅 南,精选,7130 元/月,朝阳-团结湖-水碓子西里,/
整租·月亮城堡 1室1厅 东,通州-武夷花园-月亮城堡,3300 元/月,58.00㎡,/
整租·长阳国际城一区 3室1厅 南/北,房山-长阳-长阳国际城一区,4600 元/月,89.00㎡,/
整租·裕龙三区 3室1厅 南/北,顺义-顺义城-裕龙三区,4800 元/月,97.00㎡,/
整租·杨庄15号院 2室1厅 南/北,通州-通州北苑-杨庄15号院,4300 元/月,63.96㎡,/
整租·八里庄北里1号院 2室1厅 南,精选,6730 元/月,朝阳-石佛营-八里庄北里1号院,/
整租·西革新里110号院 2室1厅 南,精选,6430 元/月,东城-永定门-西革新里110号院,/
整租·丽水园 2室1厅 南,精选,6630 元/月,昌平-天通苑-丽水园,/
整租·志新村 2室1厅 西,精选,9960 元/月,海淀-二里庄-志新村,/
整租·世界侨商中心 1室1厅 复式 南,精选,4999 元/月,通州-北关-世界侨商中心,/
整租·糖人街 2室1厅 西南,丰台-太平桥-糖人街,7500 元/月,79.93㎡,/
整租·西坝河东里 1室1厅 北,精选,6830 元/月,朝阳-西坝河-西坝河东里,/
整租·金澳国际 1室0厅 西南,海淀-马甸-金澳国际,7300 元/月,55.00㎡,/
整租·七星园 3室1厅 南/北,石景山-鲁谷-七星园,6800 元/月,101.70㎡,/
整租·安慧里二区 2室1厅 南,精选,8090 元/月,朝阳-亚运村-安慧里二区,/
整租·西城晶华 2室1厅 东/西,精选,19000 元/月,西城-金融街-西城晶华,/
整租·东惠家园 2室0厅 南,精选,5890 元/月,通州-通州其它-东惠家园,/
整租·翠成馨园C区 2室1厅 南,朝阳-垡头-翠成馨园C区,6800 元/月,107.00㎡,/
整租·东惠家园 2室1厅 南,精选,6060 元/月,通州-通州其它-东惠家园,/
整租·鸿坤理想城大满贯 1室1厅 东,大兴-西红门-鸿坤理想城大满贯,4200 元/月,66.58㎡,/
整租·通州富力中心A 2房间 西南,精选,4500 元/月,通州-武夷花园-通州富力中心A,/
整租·西坝河东里 2室1厅 东南,朝阳-西坝河-西坝河东里,6900 元/月,54.00㎡,/
整租·石佛营东里105号院 2室1厅 南/北,朝阳-石佛营-石佛营东里105号院,6200 元/月,58.00㎡,/
整租·万寿园 2室1厅 东/南,海淀-万寿路-万寿园,15000 元/月,128.00㎡,/
整租·新光大中心 2房间 LOFT 北,精选,5000 元/月,通州-北关-新光大中心,/
整租·新光大中心 2房间 LOFT 北,精选,5200 元/月,通州-北关-新光大中心,/
整租·博雅国际 1室0厅 北,朝阳-望京-博雅国际,6100 元/月,50.64㎡,/
整租·后现代城C区 1室1厅 南,朝阳-大望路-后现代城C区,9500 元/月,81.48㎡,/
整租·大悦城公寓 2房间 北,精选,12000 元/月,朝阳-朝青-大悦城公寓,/
整租·首创紫悦台 3室1厅 南/北,房山-良乡-首创紫悦台,4800 元/月,95.01㎡,/
整租·将府家园 2室1厅 西南,朝阳-酒仙桥-将府家园,7700 元/月,95.00㎡,/
整租·西马庄园 1室1厅 东/西,通州-通州北苑-西马庄园,3500 元/月,55.50㎡,/
整租·北纬40度一期 2室2厅 南,朝阳-望京-北纬40度一期,8500 元/月,84.67㎡,/
整租·11站 1室1厅 北,精选,5560 元/月,通州-梨园-11站,/
整租·IDCITY艾迪城 4房间 南,顺义-后沙峪-IDCITY艾迪城,10000 元/月,85.00㎡,/
整租·首开万科台湖新城V公馆 3房间 南/北,通州-通州其它-首开万科台湖新城V公馆,4300 元/月,60.00㎡,/
整租·建新北区 2室1厅 南/北,顺义-顺义城-建新北区,3100 元/月,59.00㎡,/
整租·熙公馆 3房间 南,丰台-青塔-熙公馆,5600 元/月,95.00㎡,/
整租·龍祥小區 4室2厅 复式 南/北,怀柔-怀柔-龍祥小區,4500 元/月,163.80㎡,/
整租·新外大街21号院 3室1厅 南/北,海淀-小西天-新外大街21号院,12800 元/月,94.70㎡,/
